feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
X0d55107b13eea5f6c3644255663d04f6	Sex	M	3.05320901271954	0.679296076666495	70	55	2.8813607593547e-05	0.022388173100186
ca4154b2af818f7e39d6113e36e89ef3	Sex	M	2.33627087500559	0.573506901356919	70	58	0.000126477881085598	0.03275777120117
X41b1495424f06c9624f04dd34f3bc8bb	Sex	M	2.60652853453659	0.629162751442364	70	63	9.96658003755425e-05	0.03275777120117
b89797007a8a912e076a26d9d01e7d6d	Sex	M	2.33137074663475	0.593095828076929	70	55	0.000205465202367466	0.0399116155598803
X492106d65d13feade3f768693872e83f	Sex	M	-1.41933927121166	0.372017043627357	70	66	0.000302286585854748	0.0469753354418278
db66ab43add889efc6f36d999d74bd9f	BirthMode	CSR	2.65840705507789	0.759464832645478	70	54	0.00083790280620485	0.108508413403528
f27c18211f38a2b8824f2a0ffa75d352	BirthMode	CSR	2.40584356403086	0.718963390840687	70	63	0.00135505540804331	0.150411150292808
cd1032dccdcdadb3b177b8bfd184fe52	BirthMode	CS	1.33503158098084	0.424114077093148	70	69	0.00246955134786473	0.239855174661361
c4a7d3b208ece70a26268344fbb93c52	Sex	M	-1.7845485851357	0.58281179252875	70	64	0.00317983421088571	0.274525686873133
a009250174a6396c22cbd6d4883ace66	BirthMode	CSR	-2.16296149336515	0.727281130045081	70	20	0.00410134851353638	0.302586532450044
X6521f34e85eb9034e3bd9d4e58dff50a	BirthMode	CSR	-1.51293813544245	0.530454102187973	70	61	0.0057921124978231	0.302586532450044
X5087bee9be8c0f9f4afc8588e1b7a670	BirthMode	CS	0.771951899881326	0.270956589927472	70	16	0.0058436350789215	0.302586532450044
c64cf5112fa8652f00b54566b1b829e0	Sex	M	0.987520775626769	0.347326071131561	70	14	0.00593865733961653	0.302586532450044
a04152eb23b2b714891a76b94fc50d13	BirthMode	CS	1.94735636515079	0.681155716530873	70	68	0.00568386572302036	0.302586532450044
X24d5e2004c0981906654773dba703657	BirthMode	CS	0.929971563019837	0.329081592732717	70	69	0.00623086810707942	0.302586532450044
X80503c048f7104166426f2ba24cd4e77	Sex	M	1.95077135092296	0.688949498361376	70	35	0.0061353425954757	0.302586532450044
