feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
f27c18211f38a2b8824f2a0ffa75d352	Sex	M	1.63049597772884	0.582223675385853	74	58	0.00659124590549151	0.365001015760874
a48efa77549a0058f29816ef3038a36e	BirthMode	CSR	-0.979672683444151	0.337679253512578	74	28	0.00496516450501699	0.365001015760874
db66ab43add889efc6f36d999d74bd9f	Sex	M	2.26497692791695	0.673163660368932	74	58	0.00124663538614577	0.365001015760874
X42fa666aab3186e80091e708e6b911f2	Sex	M	0.788871794289263	0.26877127738748	74	27	0.00450711508560434	0.365001015760874
dd4b42686857a797e6a0189fed411d02	Sex	M	0.615866148689876	0.220629719513936	74	32	0.00675927806964581	0.365001015760874
X3b3279e106d3a861d1121ac94b3ff08e	BirthMode	CSR	-0.59020916176087	0.198818972083575	74	13	0.00409364002347303	0.365001015760874
X9179082205356f48318aba87639426b1	BirthMode	CSR	-1.58808284048422	0.535780963741864	74	34	0.00414738487442914	0.365001015760874
b054aca2fa49ab0f8e9328b3462b740f	BirthMode	CSR	-0.665707110859342	0.260604208309562	74	15	0.012812611049207	0.484316697660025
X7dd93ae46821038682c068ced4636077	BirthMode	CSR	-0.794075118347493	0.310326202441763	74	30	0.012666743369797	0.484316697660025
a04152eb23b2b714891a76b94fc50d13	Sex	M	1.01731340740848	0.390399662725461	74	72	0.0111888601089086	0.484316697660025
X9179082205356f48318aba87639426b1	BirthMode	CS	-1.33011703637907	0.535780963741864	74	34	0.0154442976094698	0.530722226943598
b37311b5d8a8d0b509331ba12f1fe5eb	BirthMode	CS	0.945688229038625	0.387243457534761	74	38	0.0171308268994318	0.539621047332102
X968a697c6d9d2af8d415a6516efde56c	BirthMode	CSR	-1.09479907731114	0.49433824183121	74	33	0.030039443741894	0.602034642244761
X428a6b3af0339c2456190db998ea95aa	BirthMode	CSR	-0.494029063121057	0.244743021965851	74	15	0.0473653589543125	0.602034642244761
c0a64c29b86aa9015d95d6ac55f9ddaa	Sex	M	-0.733001666284191	0.361537210827512	74	48	0.0464244035530763	0.602034642244761
X306e31ae31e2479962fd9f5e95660548	BirthMode	CS	0.716748593007431	0.309895935900949	74	13	0.0236740789252537	0.602034642244761
b054aca2fa49ab0f8e9328b3462b740f	BirthMode	CS	-0.514307719282238	0.260604208309562	74	15	0.0523848602822063	0.602034642244761
c4a7d3b208ece70a26268344fbb93c52	BirthMode	CSR	1.43321757119314	0.726773149435845	74	54	0.0525585798785109	0.602034642244761
c4a7d3b208ece70a26268344fbb93c52	Sex	M	-1.24484164227671	0.601981723057272	74	54	0.0423462246469004	0.602034642244761
f3b97a44d007c4a516573a5f19987ac2	Sex	M	-0.900087055294471	0.409904336214457	74	74	0.0314188959214034	0.602034642244761
X96bb35ad57d9c30cfb576f6f7440308a	BirthMode	CS	-0.501514962677621	0.251860602751361	74	28	0.0503583687112051	0.602034642244761
c9bb97dc7d8c263ffdf90f4a4f4de4dc	BirthMode	CSR	0.197732463275442	0.0966490672065776	74	10	0.0445268402121232	0.602034642244761
deb190ea6a267dab24ebcc3da50348c8	BirthMode	CSR	0.251376560739737	0.124828683835448	74	11	0.0478787600060257	0.602034642244761
X8a88f51fbbd1cf4036edce693eabc86a	Sex	M	-0.376597666730321	0.17223300995248	74	14	0.0321195165521054	0.602034642244761
X026322b3b8718764dae37e6324db719c	BirthMode	CSR	-0.429758931187348	0.209236820096734	74	15	0.0437184027095325	0.602034642244761
X5087bee9be8c0f9f4afc8588e1b7a670	Sex	M	0.562860084635228	0.284715191944613	74	19	0.0519903811162429	0.602034642244761
d0b02d08734bda73b7c53f4164fedc19	BirthMode	CSR	-0.257750703223528	0.129637282655312	74	10	0.0506961025454237	0.602034642244761
d0b02d08734bda73b7c53f4164fedc19	Sex	M	-0.242441313397262	0.107377762711631	74	10	0.027076523201497	0.602034642244761
