feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
X9179082205356f48318aba87639426b1	Sex	M	1.72003724604471	0.376425444427808	70	39	2.20048292208193e-05	0.00237652155584849
f27c18211f38a2b8824f2a0ffa75d352	BirthMode	CSR	2.43973655059605	0.716824853109817	70	63	0.00113504404188612	0.0324263706422338
f3b97a44d007c4a516573a5f19987ac2	BirthMode	CSR	-1.56030069562144	0.443274246498684	70	70	0.000787572321298856	0.0324263706422338
cd1032dccdcdadb3b177b8bfd184fe52	BirthMode	CS	0.78240506722159	0.231115434211467	70	70	0.0012009766904531	0.0324263706422338
X031576b29e776dff6924cd6319f5840f	BirthMode	CSR	-0.849213130274212	0.269300955389315	70	21	0.0024289114045357	0.0524644863379711
