id,lfc.BirthModeCSR,lfc.BirthModeVF,lfc.SexM,lfc.TimePointWeek3,lfc.TimePointWeek6,lfc.TimePointWeek9.14,se.BirthModeCSR,se.BirthModeVF,se.SexM,se.TimePointWeek3,se.TimePointWeek6,se.TimePointWeek9.14,W.BirthModeCSR,W.BirthModeVF,W.SexM,W.TimePointWeek3,W.TimePointWeek6,W.TimePointWeek9.14,p_val.BirthModeCSR,p_val.BirthModeVF,p_val.SexM,p_val.TimePointWeek3,p_val.TimePointWeek6,p_val.TimePointWeek9.14,q_val.BirthModeCSR,q_val.BirthModeVF,q_val.SexM,q_val.TimePointWeek3,q_val.TimePointWeek6,q_val.TimePointWeek9.14,diff_abn.BirthModeCSR,diff_abn.BirthModeVF,diff_abn.SexM,diff_abn.TimePointWeek3,diff_abn.TimePointWeek6,diff_abn.TimePointWeek9.14,Kingdom,Phylum,Class,Order,Family,Genus,Species,ASV,level
264d967e6d61a657b841b0165db6464d,-0.0490881076451171,-0.0718458684697748,-0.0139381139895223,-0.240653110312669,-0.150609952670403,-0.0707432534446368,0.0801068195732817,0.0779950301644073,0.0592468420844156,0.0987127832755811,0.105234841319754,0.125371226569118,-0.612783130157992,-0.921159570274279,-0.235254968858308,-2.4379123182134,-1.43117954834728,-0.564270250683361,0.540019746898931,0.356967122813803,0.814010843958766,0.0147723566749729,0.152378763398393,0.572570224367056,0.785490542399318,0.696196748841827,0.935549705704465,0.0350671229665764,0.325489331340786,0.895302176821243,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,k_d__Bacteria,p_Desulfobacterota,c_Desulfovibrionia,o_Desulfovibrionales,f_Desulfovibrionaceae,g_uncultured,s_uncultured_Desulfovibrionales,asv_113,ASV
c3342d2a9a35fb23f494d299efedfcb9,-0.408217214379817,-0.18635154772807,0.0315567267794938,0.521317966383046,0.337904700151084,0.151253314057082,0.1532770744221,0.180527947894326,0.132708047325906,0.176114038073896,0.159443776376141,0.121957580009704,-2.6632633478876,-1.03225871618035,0.237790604378319,2.96011591173842,2.11927180747362,1.24021249064672,0.00773868238455165,0.301950935354501,0.812043506304861,0.00307523315076428,0.0340675028036152,0.214896809618406,0.123394542471531,0.651803969657944,0.935549705704465,0.00965623209339983,0.13371494850419,0.652815945455832,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,k_d__Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia-Shigella,s_,asv_123,ASV
7c60bd2ffe3eed870549edc57875acf8,-0.0203222045345517,-0.0844902892015299,0.139670975653615,-0.869315749483767,0.404550221171682,0.0987425290085502,0.176581016883214,0.177867548851063,0.144883058834792,0.219533141354644,0.242169233283037,0.240904211324783,-0.115087141830157,-0.47501801057751,0.964025585716544,-3.95983833748105,1.67052691081886,0.409882950844007,0.908376051514245,0.6347741360326,0.335033098484269,7.50005176127861e-05,0.0948151596625226,0.681891812572814,0.976815343066688,0.844572367433205,0.848390265516616,0.000386068238203522,0.239453843172796,0.944248189360928,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,k_d__Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Burkholderiales,f_Sutterellaceae,g_Parasutterella,s_uncultured_organism,asv_142,ASV
94e1ce4bbbed8aed7c95d0a0b492b4e9,0.0389004416046418,0.151492815352063,0.0473187207081944,0.466223314214588,-0.208172268245859,-0.0346516501386931,0.120891706091902,0.109179493507777,0.0929153999855979,0.151201275140385,0.124315455237868,0.133532785285503,0.321779242449185,1.38755741105606,0.509266716986946,3.08346152359969,-1.67454857360686,-0.259499193884149,0.747619940755963,0.165271857655266,0.610565283989525,0.00204607566576098,0.094022836506395,0.795250103911887,0.889214626505199,0.489128360942123,0.902889001667729,0.00721873886571852,0.239453843172796,0.970683059241578,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,k_d__Bacteria,p_Deferribacterota,c_Deferribacteres,o_Deferribacterales,f_Deferribacteraceae,g_Mucispirillum,s_,asv_180,ASV
428a6b3af0339c2456190db998ea95aa,-0.109945799558977,0.105942240566671,-0.0511887053431813,-0.227242795719248,-0.129967745573916,-0.0720179138594317,0.0543909102513622,0.0638817999792192,0.0502905054986848,0.0860753388421206,0.0926573971005851,0.0882436222886554,-2.02140024961658,1.6584103860745,-1.01786022700687,-2.64004532280793,-1.40266993937709,-0.816125992922781,0.0432383488938967,0.0972346616742082,0.308744385323295,0.00828949405416212,0.160715285323161,0.414428078892707,0.250328579698561,0.372337606898797,0.848390265516616,0.0213732316510983,0.338688587862233,0.845002706313701,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,k_d__Bacteria,p_Firmicutes,c_Clostridia,o_Christensenellales,f_Christensenellaceae,g_Christensenellaceae_R-7_group,s_unidentified,asv_209,ASV
bbaa5cb76e0ce9916868dd33bb0b5aad,-0.0513206690087618,-0.00321782751696922,-0.0338801469018169,0.229043115948345,0.00927399501471294,-0.0720148937219614,0.0572418556617045,0.0563121442410892,0.0457336578219085,0.073456990353115,0.0634802976032968,0.0586135694995581,-0.896558443389109,-0.0571426920486766,-0.740814282420828,3.11805744895498,0.146092494283318,-1.22863859575221,0.36995458133917,0.954431528624892,0.458806054094794,0.00182047314524649,0.883848371540857,0.219207337961498,0.675382200816857,0.989556744956711,0.885346016665713,0.00657044330583215,0.922021224796775,0.652815945455832,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,k_d__Bacteria,p_Firmicutes,c_Clostridia,o_Clostridia_vadinBB60_group,f_Clostridia_vadinBB60_group,g_Clostridia_vadinBB60_group,s_uncultured_bacterium,asv_236,ASV
a93616a02518bdffc6e2fb8fb18c2938,-0.0343230212761088,0.0180683189293831,0.0334698631778193,-0.0451875428514986,-0.119864676535956,-0.067083335177213,0.0538890630743963,0.0592878642813736,0.0470352207876035,0.0934862041585052,0.0897420587849546,0.0924802956114726,-0.636919985577116,0.304755773350729,0.711591497124226,-0.483360547775407,-1.33565775243894,-0.725379765858913,0.524176964003644,0.760552167831432,0.476717773874564,0.628839755655178,0.181661164126897,0.468219082865493,0.785490542399318,0.918513002688729,0.885346016665713,0.723280891119875,0.368010358295779,0.860424287064432,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,k_d__Bacteria,p_Firmicutes,c_Clostridia,o_Clostridia_vadinBB60_group,f_Clostridia_vadinBB60_group,g_Clostridia_vadinBB60_group,s_uncultured_bacterium,asv_243,ASV
d8f099d313df42c4bd55367dfcba5b1e,-0.33718518238189,-0.121507423195606,0.147504408760624,-1.60900854548863,-0.808811758865494,-0.17458023421485,0.194810554440243,0.179818071459259,0.151335913853663,0.27247042601364,0.308609333228647,0.326219601557239,-1.73083631608533,-0.675724203966539,0.974682116125168,-5.90525940385208,-2.6208272783061,-0.535161692864178,0.0834809626654233,0.499215765754976,0.329717966702683,3.52092288963595e-09,0.00877166904635613,0.592538052816473,0.324374177184201,0.806291624780807,0.848390265516616,5.02531721520767e-08,0.0550860816111165,0.896653324276485,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,k_d__Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Clostridiaceae,g_Clostridium_sensu_stricto_1,s_,asv_268,ASV
2529fbc6cce08cc4a4b42131cc59b32e,-0.251028046121119,0.0564001553200032,0.0293157973318544,-0.889938982403553,-0.390123533592095,-0.00488972166908228,0.126022857235375,0.136190821184418,0.109002133515564,0.177137932668471,0.206628783573365,0.229618790260249,-1.99192473197358,0.41412596553501,0.268947004855353,-5.02398875834883,-1.88804060521209,-0.0212949544048215,0.0463793169135074,0.678781857697951,0.787970464453089,5.06092007533326e-07,0.0590204994711684,0.983010368729504,0.250328579698561,0.862997768442194,0.930160623452142,4.29494298285039e-06,0.191056049834504,0.995996041294407,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,k_d__Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Clostridiaceae,g_Clostridium_sensu_stricto_1,s_,asv_269,ASV
45aa1cb25b9e01293c2aef67e55877e3,0.0258997184126548,0.0620823922627727,-0.0253691825992456,-0.0186657622217267,-0.17919559463867,-0.0937013300483508,0.0666760941438292,0.0615407208039836,0.0530703850077707,0.0878286424170766,0.0824646238161674,0.0872738209394277,0.388440845931762,1.00880183806287,-0.478028991037676,-0.212524772193194,-2.17299960087295,-1.07364761895075,0.697689821906963,0.3130696793964,0.632629570909596,0.83169765374654,0.0297803473245483,0.282980646469602,0.876298416315146,0.655359195536463,0.902889001667729,0.882273862420316,0.123039856051423,0.750208018375165,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,k_d__Bacteria,p_Firmicutes,c_Clostridia,o_Peptococcales,f_Peptococcaceae,g_uncultured,s_uncultured_bacterium,asv_282,ASV
480cae699e90709442240687d533215d,0.0825019919201524,0.0178864243055571,-0.0288653503367248,-0.00989922448650874,-0.00292925252604048,0.049055547833751,0.0474714276949687,0.0397364388728998,0.0365772435557431,0.048442360192066,0.0510523940076259,0.0564805281607494,1.73792944358605,0.450126503856278,-0.789161443856054,-0.204350581748287,-0.0573773783380838,0.868539113057404,0.0822232468540041,0.652619227070265,0.43001765364327,0.83807954530161,0.954244582780472,0.385099269926022,0.324374177184201,0.850300569709805,0.885346016665713,0.886050428366012,0.963449514447164,0.828227196964184,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,k_d__Bacteria,p_Firmicutes,c_Clostridia,o_Peptococcales,f_Peptococcaceae,g_uncultured,s_uncultured_bacterium,asv_286,ASV
82d35bf6c80d4316579bdbd8f8384ec8,-0.0400402806500794,-0.0679285695907719,0.0421122661733143,0.0488014092462899,-0.0884399269539923,-0.0434383821212855,0.0625085714428321,0.0576733855548066,0.0474494876241483,0.0769221824223216,0.0734304106434035,0.0780996196660515,-0.640556642487003,-1.17781484366337,0.887517827524068,0.634425697627223,-1.20440463534214,-0.556191980281402,0.521810776923858,0.238870429664693,0.374800172404951,0.52580304335214,0.228433221317494,0.578079621041766,0.785490542399318,0.585979022771201,0.865347456876137,0.637460060280201,0.420792019426743,0.895302176821243,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,k_d__Bacteria,p_Firmicutes,c_Clostridia,o_Christensenellales,f_Christensenellaceae,g_uncultured,s_uncultured_bacterium,asv_291,ASV
afaed5b814af8fdf712ee3a2f6e146ea,0.221203433429592,0.00634948828056015,0.196145111625645,2.13109091175432,1.19689136580124,0.220105132341467,0.145977314475495,0.142041433235645,0.117697522180673,0.148174431678607,0.1295239694691,0.0797595187337253,1.51532746183466,0.0447016630001644,1.66651861476362,14.382312033271,9.24069398665842,2.75960958435922,0.129689497107844,0.964345108142527,0.0956101637393638,6.68243116041081e-47,2.44903600846521e-20,0.005787047463565,0.394468105032697,0.989556744956711,0.555955396558523,2.09828338436899e-44,7.68997306658075e-18,0.13482370760093,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,k_d__Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Clostridiaceae,g_Candidatus_Arthromitus,s_uncultured_bacterium,asv_298,ASV
c8332928d52ce20e6d1f8dc65a5501e1,-0.101343388811627,-0.0984248962553322,-0.0443592519851929,-0.14509486432227,-0.187477914899254,-0.0360959885136333,0.0741295023681842,0.073987151310839,0.0583734086056574,0.124392031179972,0.122455182885316,0.132279601107009,-1.3671127631247,-1.33029714634942,-0.759922249613049,-1.16643214959924,-1.53099207793298,-0.27287645420425,0.171589963354922,0.183420387035378,0.447301061138683,0.243439766388968,0.12577135057787,0.784948186700251,0.460506397379877,0.514232156509899,0.885346016665713,0.360566446444038,0.282087172010366,0.968336952211289,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,k_d__Bacteria,p_Firmicutes,c_Clostridia,o_Clostridia_vadinBB60_group,f_Clostridia_vadinBB60_group,g_Clostridia_vadinBB60_group,s_unidentified,asv_314,ASV
40d3ced278c1560950b676bcd978b0c7,-0.00524577444676062,0.0573657970052302,0.0280351197794702,0.100955950834223,-0.0190263522439946,0.00669275456527204,0.0860152125093241,0.0839076360050982,0.0692506498525281,0.121493697107718,0.109905792642799,0.110238066037624,-0.0609865893918704,0.68367790747608,0.404835475756141,0.830956281993079,-0.173115099636572,0.0607118285528326,0.951369889289628,0.494178577013342,0.685598450079755,0.405998326965471,0.862560956352082,0.951588711237158,0.990151277826211,0.806291624780807,0.904529047584215,0.53564485154268,0.904165845007357,0.989400183206847,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,k_d__Bacteria,p_Firmicutes,c_Clostridia,o_Clostridia_vadinBB60_group,f_Clostridia_vadinBB60_group,g_Clostridia_vadinBB60_group,s_unidentified,asv_324,ASV
20b13055a9ab21debbbd6e363aa6db03,-0.0631104446154289,0.0142857075147091,0.0493306609595587,0.0156529648816525,0.0706536468161814,-0.00451412981405729,0.0523650704815762,0.0586617457635078,0.0452911853032973,0.064434279612326,0.0739380900720494,0.0656495728831695,-1.20520117771317,0.243526804884077,1.08918900287574,0.242929151622859,0.955578467706326,-0.068760992887047,0.228125647854747,0.807597322714514,0.276070547448369,0.808060282161939,0.339285244358972,0.945179867731512,0.533057387957197,0.93246599231363,0.837987926851383,0.868941536297428,0.551997755071073,0.988522735158355,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,k_d__Bacteria,p_Firmicutes,c_Clostridia,o_Clostridia_vadinBB60_group,f_Clostridia_vadinBB60_group,g_Clostridia_vadinBB60_group,s_unidentified,asv_328,ASV
dcbdb85393562181f14e4cd7847a1a63,0.0525396224988643,0.00261072438961403,-0.0189254077151334,0.243118194784094,-0.00434923061453963,0.0394436913719985,0.0577411268483293,0.0499151453304115,0.0426339262460368,0.0667723161351494,0.048803775984697,0.0563976748783112,0.909916819546526,0.0523032512944204,-0.443904875331362,3.64100287148966,-0.0891166826088085,0.699385062542132,0.362866378825677,0.958287062706671,0.65711135958506,0.000271578107081573,0.928989179341134,0.48431142036854,0.674201437581435,0.989556744956711,0.902889001667729,0.00125405184740609,0.942759506249781,0.868993062832695,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,k_d__Bacteria,p_Firmicutes,c_Clostridia,o_Clostridia_vadinBB60_group,f_Clostridia_vadinBB60_group,g_Clostridia_vadinBB60_group,s_unidentified,asv_330,ASV
105acc0185979f49c660664bdba23b01,-0.0368097366593589,0.062717182548468,-0.0147000342920423,-0.104546183107528,-0.0873644178582575,-0.198195642604952,0.0493660316114965,0.057683710949693,0.0468134249192046,0.0886954008569529,0.0882523499292242,0.0813152683795867,-0.745649092255302,1.08725984365265,-0.314013219870435,-1.17871030625521,-0.989938714700755,-2.43737303650966,0.45587941898038,0.276921989999093,0.753510998238308,0.238513550318185,0.322204075001961,0.0147944085111512,0.740425077781513,0.61891857520337,0.930160623452142,0.354944335544598,0.526937914326124,0.178670933557749,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,k_d__Bacteria,p_Firmicutes,c_Clostridia,o_Clostridia_vadinBB60_group,f_Clostridia_vadinBB60_group,g_Clostridia_vadinBB60_group,s_unidentified,asv_331,ASV
b36f55e05d656638c9385870b6626286,-0.00787099108924749,0.0765740105621848,0.0290635861364056,-0.0536787404350918,0.0443687436292714,-0.0542218964684624,0.0550154316227492,0.0619576449498453,0.0504208308232159,0.0763578620943545,0.0892869190359139,0.080729202482442,-0.143068787376246,1.23590899273482,0.576420214857377,-0.702989043469573,0.496923223562289,-0.671651580854589,0.886235855381118,0.216492393945363,0.564331184005381,0.482062577556235,0.619243193911184,0.501805532658009,0.962899856711664,0.56180670825491,0.902889001667729,0.60066527520896,0.772248723059777,0.878285861016534,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,k_d__Bacteria,p_Firmicutes,c_Clostridia,o_Clostridia_vadinBB60_group,f_Clostridia_vadinBB60_group,g_Clostridia_vadinBB60_group,s_uncultured_bacterium,asv_337,ASV
ea646b94f2b3e8865b1b0d40c921d860,0.0652138436046538,-0.0331525930756647,-0.0379106416000543,0.00208369746239904,-0.0095402541488695,-0.0411412219367146,0.0587105025310486,0.0444708039502362,0.0399357934316534,0.0609201997554884,0.0556374178725208,0.0554843537166243,1.11076963734327,-0.745491201660379,-0.949289806021632,0.0342037201250529,-0.171471907102673,-0.741492315956954,0.266667518847036,0.45597482804404,0.342473236772206,0.97271470004749,0.863852718159895,0.45839498912379,0.577473109779098,0.766199434726922,0.85346505036883,0.97895005068882,0.904165845007357,0.860388240565845,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,k_d__Bacteria,p_Firmicutes,c_Clostridia,o_Clostridia_vadinBB60_group,f_Clostridia_vadinBB60_group,g_Clostridia_vadinBB60_group,s_uncultured_bacterium,asv_342,ASV
6c6dc0a7cd6856d4d841ce4192a2a325,-0.220306236352266,-0.115596366407644,-0.00713282618218356,-0.806121488170611,-0.266043746931704,0.0367540707191455,0.117595985557712,0.113172411869745,0.0943829497940019,0.152024690811334,0.178340121330915,0.183251268027321,-1.87341630164873,-1.0214182458238,-0.0755732491700196,-5.30256949623419,-1.49177731262195,0.200566528760204,0.0610109206633203,0.307056324446603,0.939758619654235,1.1418397565989e-07,0.135757533412297,0.841037532380745,0.285931777437053,0.651803969657944,0.96748920187354,1.23633683990364e-06,0.293985279251456,0.974438695286255,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,k_d__Bacteria,p_Firmicutes,c_Clostridia,o_Peptostreptococcales-Tissierellales,f_Peptostreptococcaceae,g_Romboutsia,s_,asv_360,ASV
33022141594a26f64007d7ec7d3e49f2,-0.17407100372917,0.00172154679152015,0.00567873426351727,-0.257797338774913,0.099304512267865,0.367879955134028,0.0818483758508798,0.085307986910268,0.0689772506361231,0.0831290926548276,0.109381315452232,0.121765604912794,-2.12674963821288,0.0201803706062244,0.0823276400718607,-3.10116868285031,0.90787454746997,3.02121403985548,0.0334408907750673,0.983899486684681,0.934386175421653,0.00192758449251438,0.363944506483522,0.00251763321984497,0.225247931489131,0.993390478517652,0.96748920187354,0.00687797193919903,0.565735519979336,0.0972119465434262,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,k_d__Bacteria,p_Firmicutes,c_Clostridia,o_Peptostreptococcales-Tissierellales,f_Peptostreptococcaceae,g_Romboutsia,s_,asv_361,ASV
078486dc71f0b9e0dfff56304fe2bc20,-0.0818665835625234,0.0725224781252302,0.0177685859250417,-0.0892067185128002,0.107766851425195,-0.019937570850279,0.0433020790846142,0.0513700205035689,0.0416974761680292,0.0649967900019582,0.0772057916307284,0.0689522212028138,-1.89059244482355,1.41176657930654,0.426130969016907,-1.37247883334104,1.39583895390437,-0.289150523398445,0.0586787695663679,0.158018702044629,0.670012415004014,0.169914423739806,0.162762997084298,0.772466191933403,0.279168691573326,0.489128360942123,0.902935185885237,0.262823295833986,0.340717207229797,0.968336952211289,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,k_d__Bacteria,p_Firmicutes,c_Clostridia,o_Peptostreptococcales-Tissierellales,f_Anaerovoracaceae,g_[Eubacterium]_nodatum_group,s_,asv_367,ASV
