id,lfc.BirthModeCSR,lfc.BirthModeVF,lfc.SexM,se.BirthModeCSR,se.BirthModeVF,se.SexM,W.BirthModeCSR,W.BirthModeVF,W.SexM,p_val.BirthModeCSR,p_val.BirthModeVF,p_val.SexM,q_val.BirthModeCSR,q_val.BirthModeVF,q_val.SexM,diff_abn.BirthModeCSR,diff_abn.BirthModeVF,diff_abn.SexM,Kingdom,Phylum,Class,Order,Family,Genus,Species,ASV,level
968a697c6d9d2af8d415a6516efde56c,-0.383248106069176,0.309800054045619,0.153860968290878,0.219773148854616,0.288315577415036,0.238917682046406,-1.74383498651468,1.07451722457457,0.643991549612443,0.0811878678530673,0.282590929042451,0.519580913722502,0.839670295953472,0.850635788513051,0.77364397370885,FALSE,FALSE,FALSE,k_Bacteria,p_Firmicutes,c_Clostridia,o_Peptococcales,f_Peptococcaceae,g_uncultured,s_unidentified,asv_9,ASV
438fb020cf251f2c2f4e89552e4a78ff,0.595586291508952,0.575823312896912,0.542998001652512,0.690698155290361,0.549009242446603,0.538103014202518,0.862296050665685,1.04884083614114,1.00909674787317,0.388524625467466,0.294251379230326,0.312928237516305,0.839670295953472,0.850635788513051,0.649007651754789,FALSE,FALSE,FALSE,k_Bacteria,p_Verrucomicrobiota,c_Verrucomicrobiae,o_Verrucomicrobiales,f_Akkermansiaceae,g_Akkermansia,s_,asv_19,ASV
f27c18211f38a2b8824f2a0ffa75d352,0.100016800086935,-0.815922888001999,-0.406561489224102,0.665777188268113,0.453942111845936,0.459456155048296,0.150225633814683,-1.79741616102565,-0.884875487588943,0.880586602520977,0.0722695769950429,0.376223789938084,0.94214736804676,0.669008353580009,0.704419010947901,FALSE,FALSE,FALSE,k_Bacteria,p_Actinobacteriota,c_Actinobacteria,o_Bifidobacteriales,f_Bifidobacteriaceae,g_Bifidobacterium,s_,asv_29,ASV
c3915c922a706fdd11884962ff88bdc3,-0.051180334909772,-0.0329145483889673,7.19020540530524e-05,0.106617068550284,0.103569194489762,0.0808041281797252,-0.480038849367104,-0.317802494758429,0.00088983144392236,0.631199768862582,0.75063475819695,0.999290017322871,0.895511580206477,0.899129339365994,0.999290017322871,FALSE,FALSE,FALSE,k_Bacteria,p_Actinobacteriota,c_Coriobacteriia,o_Coriobacteriales,f_Eggerthellaceae,g_Enterorhabdus,s_uncultured_bacterium,asv_53,ASV
59164e466bb1817ff6ef281050eb6584,0.20795764086294,-0.133119155811378,-0.0721348260008946,0.190331476871024,0.146056276724812,0.12200156722604,1.09260771934145,-0.911423725131586,-0.591261470168216,0.274566071995747,0.36207215763154,0.554345241472743,0.839670295953472,0.865827124150958,0.778527330288868,FALSE,FALSE,FALSE,k_Bacteria,p_Actinobacteriota,c_Coriobacteriia,o_Coriobacteriales,f_Eggerthellaceae,g_Enterorhabdus,s_uncultured_bacterium,asv_55,ASV
5c805b86c019c2095e27023a34cba1e7,0.263391103082471,0.234519250915655,-0.0412030448056718,0.145432954093787,0.167054261866836,0.137680249022281,1.8110826718999,1.40385075061777,-0.299266199024696,0.0701280554074788,0.160363297747315,0.764736942687351,0.839670295953472,0.783998344542428,0.880003113510399,FALSE,FALSE,FALSE,k_Bacteria,p_Actinobacteriota,c_Coriobacteriia,o_Coriobacteriales,f_Eggerthellaceae,g_Enterorhabdus,s_uncultured_bacterium,asv_60,ASV
c7572bd5051cec0c6dad00f12d7027e0,0.0725279442935551,0.136798070333655,-0.283933516709293,0.130792436954703,0.181272323070974,0.153113619926054,0.554527050510373,0.754655029604786,-1.85439751765008,0.579218198244096,0.450455995916624,0.0636823096946583,0.894457628720665,0.870837087183593,0.393806263487848,FALSE,FALSE,FALSE,k_Bacteria,p_Actinobacteriota,c_Coriobacteriia,o_Coriobacteriales,f_Eggerthellaceae,g_Enterorhabdus,s_uncultured_bacterium,asv_62,ASV
a1008f2cef2fbdb6e9e4d8e6baae6b6a,0.0501653549341419,-0.0671550476229389,0.466067262447172,0.192869462910298,0.164096313358663,0.139281223613359,0.26010003956652,-0.40924165965971,3.34623182045673,0.794786607406034,0.682362324642506,0.000819178777315323,0.927409559714403,0.897866577053263,0.0262137208740903,FALSE,FALSE,TRUE,k_Bacteria,p_Actinobacteriota,c_Coriobacteriia,o_Coriobacteriales,f_Eggerthellaceae,g_Enterorhabdus,s_,asv_68,ASV
ebdb83c3ce6ffb9baa5d797041283e86,0.0774862575239203,-0.0345897994757586,-0.182193666132911,0.223041135843368,0.212991783172386,0.177033826052567,0.347407922000251,-0.162399689605694,-1.02914606883552,0.728284882648214,0.870991115253073,0.303411040662579,0.927409559714403,0.958090226778381,0.649007651754789,FALSE,FALSE,FALSE,k_Bacteria,p_Actinobacteriota,c_Coriobacteriia,o_Coriobacteriales,f_Eggerthellaceae,g_Enterorhabdus,s_Adlercreutzia_muris,asv_72,ASV
f5d873dbd84ce42d9e8f04c82b38ecfc,0.104836522978575,0.297041796443354,-0.433732508419502,0.13447574959319,0.158526971249904,0.133813179837163,0.779594263617951,1.87376188481576,-3.24132876109298,0.435629733475196,0.0609632520135672,0.00118973888204292,0.871161247704906,0.669008353580009,0.0322144681907007,FALSE,FALSE,TRUE,k_Bacteria,p_Actinobacteriota,c_Coriobacteriia,o_Coriobacteriales,f_Eggerthellaceae,g_Enterorhabdus,s_Adlercreutzia_mucosicola,asv_75,ASV
