feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
a48efa77549a0058f29816ef3038a36e	BirthMode	CSR	-1.33920718909958	0.398542044575259	74	28	0.00126386764958971	0.0909984707704588
X968a697c6d9d2af8d415a6516efde56c	BirthMode	CSR	-1.46512830725022	0.514525162531681	74	42	0.00577850104907524	0.208026037766709
f27c18211f38a2b8824f2a0ffa75d352	Sex	M	1.55476773703178	0.581869450239774	74	58	0.00937159976294658	0.224918394310718
f27c18211f38a2b8824f2a0ffa75d352	BirthMode	CSR	1.61902577588295	0.702491581909757	74	58	0.0241544354255855	0.434779837660539
X428a6b3af0339c2456190db998ea95aa	BirthMode	CSR	-0.620932353035324	0.305914190168076	74	37	0.0461836055293334	0.554203266352001
X306e31ae31e2479962fd9f5e95660548	BirthMode	CS	0.616121736223496	0.302021137533001	74	15	0.0451256500251124	0.554203266352001
X6c6dc0a7cd6856d4d841ce4192a2a325	BirthMode	CSR	-0.928484641084913	0.514231225787407	74	57	0.0752840100061388	0.691941662333969
c4a7d3b208ece70a26268344fbb93c52	BirthMode	CSR	1.03430942498672	0.576041077786449	74	71	0.0768824069259966	0.691941662333969
X264d967e6d61a657b841b0165db6464d	BirthMode	CSR	0.532820398589287	0.332587272783306	74	16	0.113648673089732	0.816622131072861
X428a6b3af0339c2456190db998ea95aa	Sex	M	0.393691531929671	0.253386839411992	74	37	0.124761714469465	0.816622131072861
c4a7d3b208ece70a26268344fbb93c52	Sex	M	0.775349152825741	0.477131276556971	74	71	0.10865219902544	0.816622131072861
X438fb020cf251f2c2f4e89552e4a78ff	BirthMode	CS	0.548824178805409	0.808196675346134	74	67	0.499331099926905	0.897476174054888
X438fb020cf251f2c2f4e89552e4a78ff	BirthMode	CSR	-0.788530329461093	0.808196675346133	74	67	0.332589564037543	0.897476174054888
X438fb020cf251f2c2f4e89552e4a78ff	Sex	M	0.378712266930291	0.669424328033696	74	67	0.573387555646178	0.897476174054888
a1008f2cef2fbdb6e9e4d8e6baae6b6a	BirthMode	CS	-0.440452986341198	0.332696352625195	74	50	0.189847065334187	0.897476174054888
a1008f2cef2fbdb6e9e4d8e6baae6b6a	Sex	M	0.174487468677297	0.275570339608238	74	50	0.528675043183447	0.897476174054888
X264d967e6d61a657b841b0165db6464d	BirthMode	CS	0.202262994190634	0.332587272783306	74	16	0.545056131695369	0.897476174054888
X264d967e6d61a657b841b0165db6464d	Sex	M	-0.17660209573533	0.275479989447088	74	16	0.523570262523029	0.897476174054888
