feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
db66ab43add889efc6f36d999d74bd9f	Sex	M	2.25821461047183	0.673301293181016	74	58	0.00128896820365977	0.529765931704164
X41b1495424f06c9624f04dd34f3bc8bb	Sex	M	2.01017201645866	0.592133004494035	74	69	0.00113470392212592	0.529765931704164
f27c18211f38a2b8824f2a0ffa75d352	Sex	M	1.6303082249409	0.583372538308545	74	58	0.00669903605172043	0.56629932820488
a48efa77549a0058f29816ef3038a36e	BirthMode	CSR	-0.748882398760646	0.299732662223598	74	18	0.0148227053065237	0.56629932820488
X4b72261af364903930771877a0828e14	Sex	M	-0.508796333477984	0.194181181587968	74	16	0.010768619312779	0.56629932820488
b054aca2fa49ab0f8e9328b3462b740f	BirthMode	CSR	-0.525186476979768	0.220901547647855	74	9	0.0201679443460918	0.56629932820488
X7dd93ae46821038682c068ced4636077	BirthMode	CSR	-0.7087558868873	0.278924666776015	74	25	0.0132715963932811	0.56629932820488
X42fa666aab3186e80091e708e6b911f2	Sex	M	0.797052203206053	0.272347638037482	74	27	0.0046181820109292	0.56629932820488
X6521f34e85eb9034e3bd9d4e58dff50a	BirthMode	CSR	-1.40898056505528	0.552149963165711	74	64	0.0129025246282529	0.56629932820488
ec2419c176862417d3bb24baba3bc8d2	Sex	M	-1.218613746765	0.449885898449475	74	72	0.00848424440238948	0.56629932820488
X89ac816e1adcc50ad5c7985a54e62222	BirthMode	CSR	0.655221995061913	0.271038816101988	74	71	0.0182373858006455	0.56629932820488
X0d55107b13eea5f6c3644255663d04f6	Sex	M	1.65347376236295	0.57711977067312	74	68	0.0055005010609996	0.56629932820488
dd4b42686857a797e6a0189fed411d02	Sex	M	0.54045525175552	0.215761104396977	74	25	0.0145801789193819	0.56629932820488
X3b3279e106d3a861d1121ac94b3ff08e	BirthMode	CSR	-0.527199044819339	0.197743250050505	74	9	0.00952302024194476	0.56629932820488
b00cbeb9749795e579bd50e157146f0d	BirthMode	CS	-0.490009946802748	0.183552050054245	74	12	0.00943311621000445	0.56629932820488
b00cbeb9749795e579bd50e157146f0d	BirthMode	CSR	-0.443989962413396	0.183552050054244	74	12	0.0181714715615094	0.56629932820488
